order_id,customer_id,order_date,product_name,category,quantity,unit_price,discount_pct,revenue,city,quan_huyen,status,delivery_days,rating
ORD001143,CUS011227,2024-03-01 03:06:58,Găng tay boxing,Thể Thao,10,352000,0.04,3379200,TP.HCM,,Hoàn thành,1.5,5.0
ORD001144,CUS010646,2024-03-06 14:15:46,Thảm yoga Decathlon,Thể Thao,1,258000,0.14,221880,TP.HCM,Q.3,Hoàn thành,1.9,4.0
ORD001145,CUS011117,2024-03-18 23:04:11,Kem đánh răng Colgate,FMCG,4,37000,0.07,137640,TP.HCM,Q.3,Hoàn thành,1.5,
ORD001146,CUS019438,2024-03-17 22:22:06,Túi xách Coach,Thời Trang,5,191000,0.08,878600,Hải Phòng,Hồng Bàng,Hoàn thành,3.2,
ORD001147,CUS000680,2024-03-03 15:56:52,Bàn ủi hơi nước Philips,Gia Dụng,10,842000,0.0,8420000,Hà Nội,Hoàn Kiếm,Hoàn thành,1.1,4.0
ORD001148,CUS025088,2024-03-08 17:16:19,Xe đạp Giant ATX,Thể Thao,1,247000,0.23,190190,Hà Nội,Đống Đa,Hoàn thành,1.3,4.0
ORD001149,CUS025940,2024-03-12 08:08:54,Nước mắm Phú Quốc 1L,FMCG,3,65000,0.0,195000,TP.HCM,,Hoàn thành,1.4,
ORD001150,CUS000586,2024-03-06 22:17:28,Hub USB-C 7 in 1,Phụ Kiện,3,45000,0.13,117450,TP.HCM,Q.Tân Bình,Hoàn thành,1.3,
ORD001151,CUS016307,2024-03-17 21:01:47,Samsung Galaxy S24,Điện Tử,1,1420000,0.0,1420000,TP.HCM,,Hoàn trả,1.5,
ORD001152,CUS003091,2024-03-15 18:34:05,Găng tay boxing,Thể Thao,10,439000,0.17,3643700,TP.HCM,,Hoàn thành,1.0,
ORD001153,CUS000055,2024-03-19 18:08:58,Samsung Galaxy S24,Điện Tử,1,914000,0.16,767760,Hà Nội,Hoàng Mai,Hoàn thành,2.2,4.0
ORD001154,CUS006676,2024-03-04 04:17:02,iPad Pro 11,Điện Tử,6,1157000,0.62,2637960,TP.HCM,,Hoàn thành,1.3,
ORD001155,CUS021625,2024-03-17 03:52:34,Nước giặt OMO 3.7kg,FMCG,9,114000,0.22,800280,Hà Nội,Đống Đa,Hoàn thành,1.1,
ORD001156,CUS002227,2024-03-16 05:16:17,iPad Pro 11,Điện Tử,2,440000,0.26,651200,Hà Nội,Hoàng Mai,Hoàn thành,1.6,5.0
ORD001157,CUS018262,2024-03-19 22:36:58,Samsung Galaxy S24,Điện Tử,7,1093000,0.06,7191940,Cần Thơ,,Hoàn thành,3.6,4.0
ORD001158,CUS006627,2024-03-25 12:52:10,MacBook Air M2,Điện Tử,2,480000,0.05,912000,TP.HCM,Q.1,Hoàn thành,1.4,
ORD001159,CUS017884,2024-03-24 01:28:34,Dầu gội Dove 650ml,FMCG,1,69000,0.0,69000,Cần Thơ,Ninh Kiều,Hoàn thành,4.2,
ORD001160,CUS005312,2024-03-21 18:36:55,Găng tay boxing,Thể Thao,1,325000,0.0,325000,TP.HCM,,Hoàn thành,1.6,
ORD001161,CUS026670,2024-03-08 23:14:23,Samsung Galaxy S24,Điện Tử,5,1034000,0.0,5170000,Hà Nội,Hoàng Mai,Hoàn thành,1.0,4.0
ORD001162,CUS019661,2024-03-18 19:58:09,Lò vi sóng Panasonic,Gia Dụng,3,1248000,0.7,1123200,TP.HCM,,Hoàn thành,1.8,4.0
ORD001163,CUS001462,2024-03-04 04:47:37,Thảm yoga Decathlon,Thể Thao,5,621000,0.14,2670300,Hà Nội,,Hoàn thành,1.5,
ORD001164,CUS006685,2024-03-03 06:03:49,Samsung Galaxy S24,Điện Tử,1,2015000,0.17,1672450,TP.HCM,Q.7,Hoàn thành,1.3,
ORD001165,CUS008749,2024-03-14 01:50:03,MacBook Air M2,Điện Tử,1,828000,0.02,811440,TP.HCM,,Đã hủy,2.1,
ORD001166,CUS016330,2024-03-03 20:49:29,Găng tay boxing,Thể Thao,5,579000,0.0,2895000,TP.HCM,Q.1,Hoàn thành,1.7,
ORD001167,CUS007810,2024-03-17 13:36:57,Vợt cầu lông Yonex,Thể Thao,10,515000,0.31,3553500,TP.HCM,Q.3,Hoàn thành,1.1,
ORD001168,CUS021851,2024-03-24 01:00:16,Dầu ăn Simply 5L,FMCG,1,52000,0.18,42640,Hà Nội,,Hoàn thành,1.3,
ORD001169,CUS013875,2024-03-07 10:29:30,Bóng đá Mikasa,Thể Thao,1,408000,0.14,350880,TP.HCM,,Hoàn thành,1.3,4.0
ORD001170,CUS008071,2024-03-23 10:29:40,MacBook Air M2,Điện Tử,7,970000,0.27,4956700,Hà Nội,,Hoàn thành,1.9,
ORD001171,CUS024645,2024-03-04 09:29:18,Sandal Birkenstock,Thời Trang,2,808000,0.2,1292800,TP.HCM,Q.Gò Vấp,Hoàn thành,1.2,
ORD001172,CUS027803,2024-03-05 00:10:51,Robot hút bụi Roomba,Gia Dụng,1,1220000,0.49,622200,TP.HCM,,Hoàn thành,1.3,5.0
ORD001173,CUS001870,2024-03-05 21:35:25,Túi xách Coach,Thời Trang,6,286000,0.0,1716000,Hà Nội,,Hoàn trả,1.1,
ORD001174,CUS006484,2024-03-14 05:21:17,Bàn ủi hơi nước Philips,Gia Dụng,1,588000,0.08,540960,Hà Nội,,Đã hủy,1.8,
ORD001175,CUS011148,2024-03-12 00:12:17,Sữa Vinamilk 1L,FMCG,1,115000,0.7,34500,Hà Nội,Ba Đình,Hoàn thành,1.4,
ORD001176,CUS010887,2024-03-27 23:15:16,Quạt điều hòa Casper,Gia Dụng,1,1676000,0.0,1676000,TP.HCM,Q.Tân Bình,Hoàn thành,1.1,
ORD001177,CUS011956,2024-03-17 06:47:24,Sữa tắm Nivea,FMCG,1,79000,0.29,56090,TP.HCM,Q.1,Hoàn thành,0.7,4.0
ORD001178,CUS019120,2024-03-23 17:44:00,Giày Nike Air Max,Thời Trang,8,520000,0.0,4160000,Hà Nội,Đống Đa,Hoàn thành,1.4,
ORD001179,CUS023941,2024-03-05 05:55:11,Áo khoác bomber,Thời Trang,1,765000,0.14,657900,TP.HCM,Q.12,Đã hủy,1.2,2.0
ORD001180,CUS004625,2024-03-13 18:35:30,Đầm maxi hoa nhí,Thời Trang,6,315000,0.0,1890000,Hà Nội,Đống Đa,Đã hủy,1.4,
ORD001181,CUS023947,2024-03-02 04:19:58,Máy xay sinh tố Vitamix,Gia Dụng,1,789000,0.0,789000,TP.HCM,Q.12,Hoàn thành,2.0,
ORD001182,CUS009103,2024-03-12 06:57:06,Laptop Dell XPS 13,Điện Tử,1,1406000,0.32,956080,TP.HCM,Q.Bình Thạnh,Hoàn thành,2.1,
ORD001183,CUS004158,2024-03-13 03:55:31,Laptop Dell XPS 13,Điện Tử,1,812000,0.07,755160,TP.HCM,Q.Bình Thạnh,Hoàn thành,1.1,
ORD001184,CUS017989,2024-03-14 03:47:46,Laptop Dell XPS 13,Điện Tử,1,2910000,0.0,2910000,TP.HCM,Q.Tân Bình,Hoàn thành,1.1,4.0
ORD001185,CUS002325,2024-03-28 06:14:42,"Smart TV Samsung 55""",Điện Tử,7,807000,0.13,4914630,Cần Thơ,Bình Thuỷ,Hoàn thành,4.0,
ORD001186,CUS022157,2024-03-01 06:14:25,Dây kéo tập gym,Thể Thao,6,394000,0.4,1418400,TP.HCM,,Hoàn thành,1.7,4.0
ORD001187,CUS022850,2024-03-19 03:46:33,Quần jeans Levi's 501,Thời Trang,10,1105000,0.0,11050000,TP.HCM,Q.3,Hoàn thành,1.8,3.0
ORD001188,CUS024513,2024-03-19 21:54:14,Hub USB-C 7 in 1,Phụ Kiện,7,43000,0.11,267890,Hà Nội,Ba Đình,Hoàn thành,2.2,
ORD001189,CUS004040,2024-03-26 05:05:11,Samsung Galaxy S24,Điện Tử,7,1195000,0.27,6106450,Cần Thơ,Bình Thuỷ,Hoàn thành,4.1,
ORD001190,CUS007320,2024-03-13 10:13:53,Nồi cơm điện Cuckoo,Gia Dụng,10,505000,0.0,5050000,TP.HCM,Q.12,Hoàn thành,1.4,
ORD001191,CUS021028,2024-03-26 13:35:02,Kem đánh răng Colgate,FMCG,4,65000,0.49,132600,TP.HCM,Q.1,Hoàn thành,1.3,5.0
ORD001192,CUS002391,2024-03-04 21:47:55,Giày Nike Air Max,Thời Trang,8,170000,0.32,924800,TP.HCM,Q.7,Hoàn thành,1.1,
ORD001193,CUS006653,2024-03-25 04:07:49,Dây kéo tập gym,Thể Thao,1,304000,0.26,224960,Hà Nội,,Hoàn thành,1.7,
ORD001194,CUS022702,2024-03-01 11:11:27,Hub USB-C 7 in 1,Phụ Kiện,1,132000,0.23,101640,Cần Thơ,Ninh Kiều,Hoàn thành,5.7,3.0
ORD001195,CUS027265,2024-03-04 22:39:51,Dây kéo tập gym,Thể Thao,9,438000,0.04,3784320,TP.HCM,,Đã hủy,1.5,
ORD001196,CUS017291,2024-03-18 10:18:03,Giày Nike Air Max,Thời Trang,5,599000,0.09,2725450,Hà Nội,,Hoàn trả,2.3,1.0
ORD001197,CUS002860,2024-03-14 07:20:22,Quần jeans Levi's 501,Thời Trang,1,87000,0.0,87000,TP.HCM,,Hoàn thành,2.0,5.0
ORD001198,CUS020803,2024-03-17 18:21:12,Robot hút bụi Roomba,Gia Dụng,10,695000,0.13,6046500,Đà Nẵng,Thanh Khê,Hoàn thành,2.3,
ORD001199,CUS021860,2024-03-12 13:21:57,Áo thun Uniqlo,Thời Trang,1,315000,0.0,315000,Hà Nội,Long Biên,Hoàn thành,1.8,
ORD001200,CUS001070,2024-03-22 09:49:54,Máy xay sinh tố Vitamix,Gia Dụng,4,722000,0.3,2021600,Hà Nội,,Hoàn thành,0.7,5.0
ORD001201,CUS012361,2024-03-21 19:13:54,Dầu ăn Simply 5L,FMCG,10,66000,0.0,660000,Hà Nội,,Hoàn thành,1.8,
ORD001202,CUS021836,2024-03-04 20:10:13,Sữa tắm Nivea,FMCG,1,40000,0.06,37600,TP.HCM,Q.Bình Thạnh,Hoàn thành,1.3,
ORD001203,CUS008366,2024-03-19 17:54:45,Thảm yoga Decathlon,Thể Thao,2,150000,0.62,114000,Hà Nội,,Hoàn thành,1.5,
ORD001204,CUS026832,2024-03-02 17:35:19,Máy xay sinh tố Vitamix,Gia Dụng,4,854000,0.09,3108560,Hà Nội,Hoàng Mai,Hoàn thành,1.2,
ORD001205,CUS024725,2024-03-26 00:47:57,MacBook Air M2,Điện Tử,4,578000,0.03,2242640,TP.HCM,,Hoàn thành,1.7,
ORD001206,CUS026389,2024-03-24 10:14:31,iPhone 15 Pro,Điện Tử,5,1337000,0.0,6685000,TP.HCM,,Đã hủy,2.4,3.0
ORD001207,CUS013262,2024-03-06 09:50:24,Nồi cơm điện Cuckoo,Gia Dụng,5,427000,0.0,2135000,Hà Nội,,Hoàn thành,2.5,4.0
ORD001208,CUS005346,2024-03-04 02:30:36,Nước giặt OMO 3.7kg,FMCG,1,98000,0.21,77420,TP.HCM,,Đã hủy,1.2,3.0
ORD001209,CUS026166,2024-03-01 18:52:22,Túi xách Coach,Thời Trang,8,339000,0.21,2142480,TP.HCM,,Hoàn thành,1.5,
ORD001210,CUS027537,2024-03-04 07:12:57,Mì Hảo Hảo thùng 30 gói,FMCG,1,66000,0.59,27060,TP.HCM,,Hoàn thành,1.9,
ORD001211,CUS003539,2024-03-23 22:13:03,Máy lọc không khí Xiaomi,Gia Dụng,1,647000,0.24,491720,TP.HCM,,Hoàn thành,1.6,4.0
ORD001212,CUS010180,2024-03-27 01:46:41,Xe đạp Giant ATX,Thể Thao,1,298000,0.17,247340,TP.HCM,,Hoàn trả,1.3,
ORD001213,CUS009248,2024-03-17 16:46:02,Kem đánh răng Colgate,FMCG,1,57000,0.03,55290,TP.HCM,Q.12,Hoàn thành,1.9,
ORD001214,CUS020838,2024-03-04 04:26:04,Túi xách Coach,Thời Trang,5,711000,0.0,3555000,TP.HCM,Q.Gò Vấp,Hoàn thành,1.3,4.0
ORD001215,CUS012030,2024-03-15 09:16:46,Đầm maxi hoa nhí,Thời Trang,7,139000,0.0,973000,TP.HCM,Q.7,Hoàn thành,1.7,5.0
ORD001216,CUS019832,2024-03-13 11:42:29,Sữa tắm Nivea,FMCG,3,44000,0.35,85800,TP.HCM,Q.3,Hoàn thành,1.8,
ORD001217,CUS016105,2024-03-24 13:41:25,Váy công sở,Thời Trang,1,660000,0.15,561000,TP.HCM,,Hoàn thành,1.6,5.0
ORD001218,CUS008364,2024-03-25 10:12:23,Sữa Vinamilk 1L,FMCG,2,106000,0.0,212000,TP.HCM,Q.1,Hoàn thành,1.2,4.0
ORD001219,CUS011276,2024-03-19 18:16:23,Lò vi sóng Panasonic,Gia Dụng,5,1679000,0.22,6548100,TP.HCM,Q.7,Hoàn thành,1.5,
ORD001220,CUS019876,2024-03-08 00:04:06,Samsung Galaxy S24,Điện Tử,1,1013000,0.18,830660,Hà Nội,,Hoàn thành,1.8,4.0
ORD001221,CUS018852,2024-03-25 10:32:58,iPhone 15 Pro,Điện Tử,3,476000,0.3,999600,TP.HCM,,Hoàn thành,1.4,4.0
ORD001222,CUS020909,2024-03-13 09:09:41,Váy công sở,Thời Trang,1,180000,0.09,163800,TP.HCM,,Hoàn trả,1.6,
ORD001223,CUS016216,2024-03-16 21:27:32,Giá đỡ laptop,Phụ Kiện,2,109000,0.0,218000,TP.HCM,Q.3,Hoàn thành,1.8,5.0
ORD001224,CUS027963,2024-03-28 21:48:18,Bàn ủi hơi nước Philips,Gia Dụng,1,1184000,0.29,840640,Hà Nội,,Đã hủy,1.9,
ORD001225,CUS013782,2024-03-19 07:28:39,iPhone 15 Pro,Điện Tử,2,901000,0.06,1693880,TP.HCM,Q.12,Hoàn thành,1.5,5.0
ORD001226,CUS005523,2024-03-09 22:50:44,Chuột không dây Logitech,Phụ Kiện,4,107000,0.0,428000,TP.HCM,,Hoàn thành,1.2,4.0
ORD001227,CUS024066,2024-03-18 22:39:27,Kem đánh răng Colgate,FMCG,3,82000,0.2,196800,Hải Phòng,Lê Chân,Hoàn thành,4.3,5.0
ORD001228,CUS026259,2024-03-22 16:43:59,Dầu gội Dove 650ml,FMCG,1,66000,0.11,58740,Hà Nội,,Hoàn thành,1.4,
ORD001229,CUS004602,2024-03-09 16:51:53,Ốp lưng iPhone 15,Phụ Kiện,1,100000,0.13,87000,TP.HCM,Q.Gò Vấp,Hoàn thành,1.1,4.0
ORD001230,CUS021631,2024-03-18 18:11:25,iPad Pro 11,Điện Tử,3,576000,0.39,1054080,TP.HCM,Q.Gò Vấp,Hoàn thành,0.9,
ORD001231,CUS009572,2024-03-28 21:16:21,Giày Nike Air Max,Thời Trang,1,618000,0.15,525300,Hà Nội,Hoàng Mai,Hoàn thành,1.7,
ORD001232,CUS001076,2024-03-21 12:14:21,Sữa Vinamilk 1L,FMCG,1,122000,0.32,82960,Hà Nội,,Hoàn thành,1.0,
ORD001233,CUS015150,2024-03-11 23:04:57,Áo khoác bomber,Thời Trang,4,186000,0.12,654720,TP.HCM,,Hoàn trả,2.1,3.0
ORD001234,CUS017997,2024-03-11 01:15:47,Máy lọc không khí Xiaomi,Gia Dụng,4,589000,0.0,2356000,Đà Nẵng,Ngũ Hành Sơn,Hoàn thành,3.5,
ORD001235,CUS008049,2024-03-07 00:33:59,Đầm maxi hoa nhí,Thời Trang,10,522000,0.16,4384800,TP.HCM,Q.Tân Bình,Hoàn thành,0.8,
ORD001236,CUS016693,2024-03-21 08:23:20,"Smart TV Samsung 55""",Điện Tử,1,531000,0.25,398250,TP.HCM,Q.Bình Thạnh,Hoàn thành,2.1,
ORD001237,CUS025302,2024-03-27 19:30:43,Quần jeans Levi's 501,Thời Trang,1,436000,0.0,436000,TP.HCM,Q.7,Hoàn thành,1.4,
ORD001238,CUS005361,2024-03-17 01:09:23,Dầu gội Dove 650ml,FMCG,7,53000,0.07,345030,Hải Phòng,,Hoàn thành,4.1,
ORD001239,CUS016809,2024-03-06 09:23:18,Máy ảnh Sony A7 IV,Điện Tử,1,506000,0.0,506000,Đà Nẵng,Thanh Khê,Hoàn thành,3.2,
ORD001240,CUS027336,2024-03-25 13:33:54,Samsung Galaxy S24,Điện Tử,1,3050000,0.11,2714500,Hà Nội,Cầu Giấy,Hoàn thành,2.0,
ORD001241,CUS012853,2024-03-01 04:29:16,Dây kéo tập gym,Thể Thao,1,310000,0.15,263500,TP.HCM,Q.12,Hoàn thành,1.4,
ORD001242,CUS023988,2024-03-08 14:55:11,Áo khoác bomber,Thời Trang,8,479000,0.4,2299200,Hà Nội,Hoàn Kiếm,Hoàn trả,0.7,
ORD001243,CUS010439,2024-03-14 11:46:20,Túi xách Coach,Thời Trang,1,179000,0.0,179000,TP.HCM,Q.7,Hoàn thành,1.4,4.0
ORD001244,CUS010478,2024-03-03 23:22:55,Samsung Galaxy S24,Điện Tử,8,2665000,0.12,18761600,Hà Nội,,Hoàn thành,1.7,
ORD001245,CUS004049,2024-03-25 15:45:48,Váy công sở,Thời Trang,1,1126000,0.28,810720,Hà Nội,,Hoàn thành,1.2,5.0
ORD001246,CUS023817,2024-03-10 14:33:41,Quần jeans Levi's 501,Thời Trang,1,142000,0.33,95140,TP.HCM,,Hoàn thành,0.9,
ORD001247,CUS013718,2024-03-08 03:31:48,Bàn ủi hơi nước Philips,Gia Dụng,2,679000,0.0,1358000,TP.HCM,,Hoàn thành,1.4,5.0
ORD001248,CUS013132,2024-03-21 16:32:07,Áo khoác bomber,Thời Trang,6,776000,0.28,3352320,TP.HCM,Q.1,Hoàn thành,2.3,4.0
ORD001249,CUS014563,2024-03-22 22:55:18,Bóng đá Mikasa,Thể Thao,7,287000,0.63,743330,Hà Nội,,Hoàn thành,2.1,4.0
ORD001250,CUS009897,2024-03-15 15:47:23,Hub USB-C 7 in 1,Phụ Kiện,10,166000,0.3,1162000,Hải Phòng,Lê Chân,Hoàn trả,5.0,1.0
ORD001251,CUS025829,2024-03-14 21:18:20,"Smart TV Samsung 55""",Điện Tử,1,383000,0.03,371510,Hà Nội,Hoàn Kiếm,Hoàn thành,1.9,5.0
ORD001252,CUS001386,2024-03-15 11:05:11,iPhone 15 Pro,Điện Tử,1,654000,0.0,654000,Hà Nội,,Hoàn thành,1.4,
ORD001253,CUS026212,2024-03-16 23:23:51,Apple Watch Series 9,Điện Tử,1,1261000,0.0,1261000,TP.HCM,,Hoàn thành,1.3,
ORD001254,CUS018779,2024-03-05 09:53:01,Nồi cơm điện Cuckoo,Gia Dụng,1,527000,0.3,368900,Hà Nội,,Hoàn thành,1.6,
ORD001255,CUS017381,2024-03-03 06:53:12,Laptop Dell XPS 13,Điện Tử,5,846000,0.21,3341700,TP.HCM,Q.1,Hoàn thành,1.8,
ORD001256,CUS017623,2024-03-05 03:02:46,Vợt cầu lông Yonex,Thể Thao,4,153000,0.27,446760,Hà Nội,Ba Đình,Hoàn trả,1.0,
ORD001257,CUS012793,2024-03-10 11:25:13,Robot hút bụi Roomba,Gia Dụng,1,1110000,0.52,532800,TP.HCM,Q.Bình Thạnh,Hoàn thành,1.4,5.0
ORD001258,CUS024894,2024-03-05 00:46:27,Giày chạy bộ Adidas Ultraboost,Thể Thao,1,170000,0.13,147900,Hà Nội,Hoàn Kiếm,Hoàn thành,2.1,
ORD001259,CUS012603,2024-03-25 20:44:38,Dầu gội Dove 650ml,FMCG,8,164000,0.3,918400,Hà Nội,,Hoàn thành,1.8,5.0
ORD001260,CUS010422,2024-03-13 16:58:43,Chuột không dây Logitech,Phụ Kiện,3,86000,0.21,203820,TP.HCM,Q.12,Hoàn thành,1.9,
ORD001261,CUS006882,2024-03-27 14:07:16,MacBook Air M2,Điện Tử,1,1698000,0.13,1477260,Cần Thơ,Ninh Kiều,Hoàn thành,2.0,3.0
ORD001262,CUS013523,2024-03-15 21:11:46,Mì Hảo Hảo thùng 30 gói,FMCG,1,99000,0.11,88110,TP.HCM,Q.1,Hoàn thành,1.6,
ORD001263,CUS020069,2024-03-21 20:08:45,Túi xách Coach,Thời Trang,1,194000,0.0,194000,TP.HCM,Q.7,Hoàn thành,1.5,
ORD001264,CUS011790,2024-03-27 16:41:04,Hub USB-C 7 in 1,Phụ Kiện,1,92000,0.41,54280,TP.HCM,,Hoàn thành,1.0,
ORD001265,CUS021685,2024-03-01 00:00:38,Sữa tắm Nivea,FMCG,1,49000,0.0,49000,Hà Nội,Cầu Giấy,Hoàn thành,1.7,4.0
ORD001266,CUS016734,2024-03-09 18:31:30,Găng tay boxing,Thể Thao,1,301000,0.16,252840,TP.HCM,,Hoàn thành,2.0,
ORD001267,CUS001577,2024-03-17 12:30:00,MacBook Air M2,Điện Tử,1,482000,0.18,395240,Cần Thơ,Ninh Kiều,Hoàn thành,3.8,
ORD001268,CUS015310,2024-03-03 03:59:12,"Balo laptop 15""",Phụ Kiện,1,179000,0.36,114560,TP.HCM,,Hoàn thành,1.7,
ORD001269,CUS003802,2024-03-01 21:46:39,Sữa Vinamilk 1L,FMCG,1,43000,0.0,43000,TP.HCM,,Hoàn thành,1.3,4.0
ORD001270,CUS012867,2024-03-13 06:51:03,Sữa tắm Nivea,FMCG,1,61000,0.2,48800,TP.HCM,Q.1,Hoàn thành,1.6,5.0
ORD001271,CUS009177,2024-03-05 18:21:44,Hub USB-C 7 in 1,Phụ Kiện,1,238000,0.0,238000,Hà Nội,,Hoàn thành,0.7,
ORD001272,CUS010185,2024-03-15 05:36:04,Đầm maxi hoa nhí,Thời Trang,9,493000,0.21,3505230,TP.HCM,Q.12,Hoàn trả,1.2,1.0
ORD001273,CUS004540,2024-03-13 02:10:33,Sandal Birkenstock,Thời Trang,5,241000,0.0,1205000,TP.HCM,,Hoàn thành,1.2,
ORD001274,CUS009879,2024-03-17 22:23:17,Sữa tắm Nivea,FMCG,1,121000,0.32,82280,Cần Thơ,Ninh Kiều,Hoàn thành,3.8,5.0
ORD001275,CUS025110,2024-03-16 19:11:30,Máy ảnh Sony A7 IV,Điện Tử,1,1565000,0.26,1158100,TP.HCM,Q.Gò Vấp,Đã hủy,1.1,1.0
ORD001276,CUS006854,2024-03-25 21:21:19,Giày Nike Air Max,Thời Trang,2,229000,0.0,458000,Cần Thơ,Ninh Kiều,Hoàn thành,4.6,
ORD001277,CUS021302,2024-03-07 07:11:13,Túi xách Coach,Thời Trang,1,257000,0.35,167050,Hà Nội,Hoàng Mai,Hoàn thành,2.0,
ORD001278,CUS009826,2024-03-13 02:35:36,Máy ảnh Sony A7 IV,Điện Tử,5,1914000,0.11,8517300,Hà Nội,Đống Đa,Hoàn thành,1.7,
ORD001279,CUS020416,2024-03-24 15:16:05,Dây kéo tập gym,Thể Thao,10,606000,0.43,3454200,Cần Thơ,Ninh Kiều,Hoàn thành,4.3,4.0
ORD001280,CUS019276,2024-03-02 15:17:06,Kem đánh răng Colgate,FMCG,1,26000,0.34,17160,Đà Nẵng,Hải Châu,Đã hủy,4.1,2.0
ORD001281,CUS011577,2024-03-14 08:48:55,Sandal Birkenstock,Thời Trang,1,191000,0.27,139430,TP.HCM,Q.Gò Vấp,Hoàn thành,2.0,
ORD001282,CUS015839,2024-03-25 13:46:23,Sữa tắm Nivea,FMCG,1,99000,0.0,99000,TP.HCM,Q.Gò Vấp,Hoàn thành,1.0,
ORD001283,CUS001985,2024-03-27 20:53:27,Dầu gội Dove 650ml,FMCG,5,32000,0.34,105600,Hà Nội,Cầu Giấy,Hoàn thành,0.6,
ORD001284,CUS002790,2024-03-12 05:19:15,Lò vi sóng Panasonic,Gia Dụng,1,1216000,0.05,1155200,TP.HCM,Q.7,Hoàn thành,1.0,
ORD001285,CUS004751,2024-03-22 20:28:35,Ốp lưng iPhone 15,Phụ Kiện,2,415000,0.03,805100,TP.HCM,,Hoàn thành,1.3,
ORD001286,CUS027414,2024-03-01 22:23:34,Giá đỡ laptop,Phụ Kiện,1,163000,0.02,159740,Hà Nội,,Hoàn thành,1.6,
ORD001287,CUS003979,2024-03-01 22:18:25,Sandal Birkenstock,Thời Trang,5,201000,0.34,663300,Hà Nội,,Hoàn thành,1.8,
ORD001288,CUS019014,2024-03-09 07:31:35,Quần jeans Levi's 501,Thời Trang,8,389000,0.09,2831920,Hải Phòng,Hồng Bàng,Hoàn thành,3.8,
ORD001289,CUS005716,2024-03-06 12:58:17,Sữa tắm Nivea,FMCG,1,121000,0.02,118580,Hà Nội,,Hoàn thành,1.2,5.0
ORD001290,CUS015287,2024-03-13 10:42:03,Nước mắm Phú Quốc 1L,FMCG,2,69000,0.17,114540,Hải Phòng,,Hoàn thành,3.9,
ORD001291,CUS023212,2024-03-16 13:24:19,Sữa Vinamilk 1L,FMCG,10,87000,0.53,408900,TP.HCM,Q.Gò Vấp,Hoàn thành,1.9,5.0
ORD001292,CUS002121,2024-03-27 11:43:05,Quạt điều hòa Casper,Gia Dụng,8,464000,0.24,2821120,Hà Nội,Hoàn Kiếm,Hoàn thành,1.4,4.0
ORD001293,CUS001291,2024-03-01 02:59:51,Dầu ăn Simply 5L,FMCG,8,42000,0.17,278880,TP.HCM,,Hoàn thành,1.3,
ORD001294,CUS025103,2024-03-02 09:12:28,Giày Nike Air Max,Thời Trang,8,603000,0.0,4824000,Hải Phòng,Hồng Bàng,Hoàn thành,4.8,5.0
ORD001295,CUS018344,2024-03-02 15:24:21,Đầm maxi hoa nhí,Thời Trang,1,228000,0.01,225720,TP.HCM,,Hoàn thành,2.3,4.0
ORD001296,CUS019734,2024-03-25 20:17:44,Túi xách Coach,Thời Trang,3,80000,0.0,240000,TP.HCM,Q.1,Hoàn thành,1.6,
ORD001297,CUS002077,2024-03-07 23:11:13,Tai nghe Sony WH-1000XM5,Điện Tử,9,874000,0.23,6056820,Hà Nội,,Đã hủy,1.2,4.0
ORD001298,CUS022367,2024-03-03 14:46:01,MacBook Air M2,Điện Tử,3,1268000,0.06,3575760,Hà Nội,,Hoàn thành,1.2,4.0
ORD001299,CUS010452,2024-03-09 20:34:36,Robot hút bụi Roomba,Gia Dụng,3,1415000,0.0,4245000,TP.HCM,Q.12,Hoàn trả,2.2,
ORD001300,CUS006317,2024-03-19 13:34:19,Đầm maxi hoa nhí,Thời Trang,1,940000,0.02,921200,TP.HCM,Q.Bình Thạnh,Hoàn thành,1.8,
ORD001301,CUS000657,2024-03-09 09:07:20,Túi xách Coach,Thời Trang,1,368000,0.14,316480,Đà Nẵng,Ngũ Hành Sơn,Hoàn thành,4.3,4.0
ORD001302,CUS003956,2024-03-05 13:37:46,Nước giặt OMO 3.7kg,FMCG,1,97000,0.0,97000,Hà Nội,Ba Đình,Hoàn thành,1.7,3.0
ORD001303,CUS006239,2024-03-12 06:00:01,Lò vi sóng Panasonic,Gia Dụng,2,806000,0.0,1612000,TP.HCM,Q.Gò Vấp,Hoàn thành,1.3,4.0
ORD001304,CUS022542,2024-03-10 06:17:02,Áo thun Uniqlo,Thời Trang,1,433000,0.28,311760,TP.HCM,Q.Gò Vấp,Hoàn trả,1.8,2.0
ORD001305,CUS016855,2024-03-07 08:23:04,Găng tay boxing,Thể Thao,1,340000,0.49,173400,TP.HCM,,Hoàn thành,1.9,4.0
ORD001306,CUS007070,2024-03-25 20:54:57,Bàn phím cơ Keychron K2,Phụ Kiện,1,164000,0.0,164000,TP.HCM,,Hoàn thành,1.6,
ORD001307,CUS008143,2024-03-14 19:48:53,Dầu ăn Simply 5L,FMCG,3,42000,0.2,100800,Hà Nội,,Hoàn thành,1.3,
ORD001308,CUS006786,2024-03-17 10:14:27,Quạt điều hòa Casper,Gia Dụng,1,2461000,0.34,1624260,TP.HCM,Q.12,Hoàn thành,1.4,5.0
ORD001309,CUS001301,2024-03-07 13:12:41,Tai nghe Sony WH-1000XM5,Điện Tử,1,250000,0.09,227500,TP.HCM,Q.Bình Thạnh,Hoàn thành,1.5,
