customer_id,first_purchase,last_purchase,total_orders,total_revenue,avg_order_value,city,rfm_segment,churn_risk
CUS021185,2022-03-26,2022-08-10,1,118100,118100,TP.HCM,Lost,0.832
CUS026346,2020-05-15,2022-07-19,2,51743,25872,TP.HCM,Lost,0.889
CUS008697,2023-09-18,2024-01-24,1,1906160,1906160,Hải Phòng,At Risk,0.326
CUS010912,2022-05-24,2023-04-01,1,128422,128422,TP.HCM,Hibernating,0.559
CUS025579,2022-03-03,2023-01-23,2,33879,16940,TP.HCM,Lost,0.849
CUS008629,2022-05-19,2023-11-30,6,304524,50754,TP.HCM,At Risk,0.376
CUS021988,2020-07-16,2022-05-11,1,55847,55847,Cần Thơ,Lost,0.88
CUS025855,2021-02-12,2023-03-08,2,124452,62226,Hà Nội,Lost,0.735
CUS002959,2021-05-11,2024-02-13,17,1364274,80251,TP.HCM,Loyal,0.351
CUS019250,2019-04-16,2022-08-06,3,70819,23606,TP.HCM,Lost,0.718
CUS023105,2020-12-05,2022-07-17,1,62767,62767,TP.HCM,Lost,0.673
CUS026413,2019-08-12,2022-04-07,1,125787,125787,Hải Phòng,Lost,0.732
CUS026914,2020-08-26,2022-05-04,3,58436,19479,TP.HCM,Lost,0.99
CUS008486,2023-06-03,2023-11-30,7,507179,72454,TP.HCM,At Risk,0.562
CUS013207,2022-09-03,2023-06-17,2,115262,57631,TP.HCM,Hibernating,0.6
CUS007885,2022-05-17,2024-01-16,6,273882,45647,TP.HCM,At Risk,0.501
CUS000539,2022-09-01,2024-03-27,9,2276661,252962,TP.HCM,Champions,0.232
CUS004814,2023-08-03,2024-02-27,4,337911,84478,TP.HCM,Potential Loyalists,0.439
CUS021222,2020-01-14,2023-01-24,2,46072,23036,TP.HCM,Lost,0.783
CUS002901,2021-07-01,2024-02-21,13,781600,60123,TP.HCM,Loyal,0.365
CUS007043,2023-11-26,2024-02-02,1,1865010,1865010,TP.HCM,Potential Loyalists,0.49
CUS010958,2021-09-07,2023-04-15,1,239949,239949,Hà Nội,Hibernating,0.751
CUS016320,2021-12-02,2022-12-15,2,77607,38804,Hà Nội,Lost,0.72
CUS003351,2023-02-25,2024-02-20,12,1669739,139145,TP.HCM,Loyal,0.222
CUS001324,2022-04-16,2024-03-14,16,1162852,72678,Đà Nẵng,Loyal,0.017
CUS009100,2021-07-28,2023-10-26,1,591914,591914,TP.HCM,Hibernating,0.626
CUS009329,2022-12-24,2023-04-12,3,198021,66007,Hà Nội,Hibernating,0.693
CUS013534,2023-03-04,2023-11-08,2,490419,245210,TP.HCM,Hibernating,0.456
CUS009326,2022-11-25,2023-04-15,5,405983,81197,TP.HCM,Hibernating,0.44
CUS010778,2022-05-08,2023-10-13,3,692166,230722,TP.HCM,Hibernating,0.515
CUS005215,2023-05-03,2024-02-22,1,1038563,1038563,TP.HCM,Potential Loyalists,0.448
CUS023410,2022-01-11,2023-01-10,1,54459,54459,Hà Nội,Lost,0.859
CUS009660,2023-02-16,2023-07-11,2,517798,258899,Cần Thơ,Hibernating,0.703
CUS004081,2021-11-26,2024-02-16,17,1061338,62432,TP.HCM,Loyal,0.23
CUS024329,2019-04-14,2022-12-22,3,49081,16360,Hà Nội,Lost,0.812
CUS026036,2020-02-13,2022-08-22,2,132069,66034,TP.HCM,Lost,0.841
CUS026122,2019-04-23,2022-09-14,2,125908,62954,Đà Nẵng,Lost,0.753
CUS016067,2022-03-17,2022-11-05,1,53741,53741,TP.HCM,Lost,0.807
CUS005881,2023-05-21,2024-02-10,4,1214689,303672,TP.HCM,Potential Loyalists,0.408
CUS009364,2022-01-15,2023-04-21,1,106433,106433,Hải Phòng,Hibernating,0.507
CUS015046,2021-12-18,2022-04-09,3,59979,19993,TP.HCM,Lost,0.973
CUS006945,2023-11-25,2024-02-09,7,593035,84719,Hà Nội,Potential Loyalists,0.383
CUS015243,2019-12-09,2022-04-28,2,20428,10214,Hà Nội,Lost,0.685
CUS015392,2022-03-27,2022-08-14,3,81736,27245,Hà Nội,Lost,0.911
CUS020210,2019-09-14,2023-03-18,1,60538,60538,TP.HCM,Lost,0.786
CUS003475,2022-08-19,2024-02-18,15,3001862,200124,TP.HCM,Loyal,0.284
CUS003069,2021-12-18,2024-03-12,11,1147602,104327,Hà Nội,Loyal,0.186
CUS026889,2020-08-24,2022-10-05,1,68675,68675,Đà Nẵng,Lost,0.726
CUS016779,2020-03-08,2022-09-14,4,56383,14096,TP.HCM,Lost,0.917
CUS018076,2019-04-26,2022-07-19,4,165239,41310,TP.HCM,Lost,0.928
CUS020329,2019-06-20,2022-09-03,3,62218,20739,TP.HCM,Lost,0.947
CUS007205,2023-04-01,2024-03-07,2,511373,255686,TP.HCM,Potential Loyalists,0.595
CUS019960,2021-05-06,2022-09-02,2,246749,123374,Hà Nội,Lost,0.99
CUS003746,2022-05-17,2024-02-22,13,1351732,103979,Hà Nội,Loyal,0.133
CUS005672,2023-08-31,2024-01-31,3,277650,92550,TP.HCM,Potential Loyalists,0.452
CUS023076,2020-01-25,2022-09-24,1,95834,95834,TP.HCM,Lost,0.881
CUS002975,2022-08-07,2024-02-15,13,611268,47021,TP.HCM,Loyal,0.315
CUS013496,2021-08-05,2023-06-01,1,142405,142405,Đà Nẵng,Hibernating,0.603
CUS022512,2020-08-02,2023-02-04,1,57408,57408,Hà Nội,Lost,0.941
CUS016942,2020-03-24,2023-03-13,2,98771,49386,TP.HCM,Lost,0.99
CUS011586,2022-09-02,2023-10-16,1,230132,230132,TP.HCM,Hibernating,0.814
CUS015206,2021-12-10,2023-02-04,1,32725,32725,Hà Nội,Lost,0.856
CUS026467,2020-11-28,2022-05-21,3,58437,19479,Đà Nẵng,Lost,0.777
CUS003508,2022-03-13,2024-02-15,10,2627373,262737,Hà Nội,Loyal,0.149
CUS017652,2022-01-18,2022-04-11,1,48801,48801,TP.HCM,Lost,0.968
CUS026695,2020-02-12,2022-06-01,1,88339,88339,TP.HCM,Lost,0.934
CUS009170,2022-10-04,2023-10-14,4,419145,104786,TP.HCM,Hibernating,0.525
CUS002596,2021-04-28,2024-02-29,17,849719,49983,Đà Nẵng,Loyal,0.127
CUS005788,2023-10-14,2024-03-04,5,1836776,367355,TP.HCM,Potential Loyalists,0.313
CUS008674,2023-08-27,2023-12-12,5,497397,99479,Cần Thơ,At Risk,0.432
CUS021352,2021-09-04,2022-06-25,1,42421,42421,Hà Nội,Lost,0.65
CUS006869,2023-10-05,2024-02-04,1,1118547,1118547,TP.HCM,Potential Loyalists,0.39
CUS003319,2022-04-08,2024-02-19,17,751103,44183,TP.HCM,Loyal,0.265
CUS026939,2020-11-09,2022-08-28,2,54983,27492,Hà Nội,Lost,0.99
CUS007761,2022-08-08,2024-01-05,2,1033188,516594,TP.HCM,At Risk,0.662
CUS005571,2023-08-15,2024-03-09,3,204780,68260,TP.HCM,Potential Loyalists,0.336
CUS001531,2022-08-09,2024-02-26,11,553173,50288,TP.HCM,Loyal,0.35
CUS016787,2021-01-11,2022-12-01,2,130448,65224,TP.HCM,Lost,0.664
CUS014817,2020-01-18,2023-02-08,3,65326,21775,Đà Nẵng,Lost,0.682
CUS003987,2021-06-11,2024-03-06,8,500067,62508,TP.HCM,Loyal,0.307
CUS015108,2021-04-26,2022-09-05,1,79686,79686,Hà Nội,Lost,0.88
CUS012610,2021-07-20,2023-06-07,1,172715,172715,Hà Nội,Hibernating,0.51
CUS012750,2021-11-23,2023-07-25,4,128826,32206,TP.HCM,Hibernating,0.763
CUS027445,2020-04-17,2022-05-03,1,69373,69373,TP.HCM,Lost,0.742
CUS001963,2022-09-24,2024-02-20,5,451916,90383,Hải Phòng,Loyal,0.064
CUS008687,2022-08-07,2023-12-31,3,580537,193512,TP.HCM,At Risk,0.513
CUS020650,2019-07-13,2023-03-06,2,98922,49461,Hà Nội,Lost,0.799
CUS008055,2022-11-15,2024-01-06,5,474247,94849,Hải Phòng,At Risk,0.355
CUS006434,2023-12-23,2024-02-20,2,717252,358626,TP.HCM,Potential Loyalists,0.305
CUS010862,2021-04-27,2023-08-12,4,110918,27730,Cần Thơ,Hibernating,0.433
CUS004985,2023-11-01,2024-03-07,5,276678,55336,TP.HCM,Potential Loyalists,0.535
CUS019172,2019-04-04,2023-03-25,2,41879,20940,Đà Nẵng,Lost,0.86
CUS019633,2021-06-07,2022-09-03,1,72283,72283,Hà Nội,Lost,0.801
CUS014741,2021-04-12,2023-03-22,1,30574,30574,Hà Nội,Lost,0.938
CUS017395,2019-05-17,2023-03-06,3,54758,18253,Hà Nội,Lost,0.765
CUS012989,2022-06-14,2023-10-01,5,212156,42431,TP.HCM,Hibernating,0.851
CUS018167,2019-06-29,2023-02-20,1,51575,51575,Hà Nội,Lost,0.791
CUS014050,2020-08-07,2023-03-21,1,188051,188051,TP.HCM,Lost,0.924
CUS025796,2022-02-12,2022-10-02,2,120121,60060,TP.HCM,Lost,0.872
CUS008009,2023-05-19,2024-01-03,8,481447,60181,Hà Nội,At Risk,0.588
CUS007096,2023-08-30,2024-02-13,8,1597914,199739,Cần Thơ,Potential Loyalists,0.355
CUS019947,2020-09-02,2023-03-23,1,39562,39562,Hà Nội,Lost,0.855
CUS026249,2021-12-29,2022-12-16,2,83238,41619,Hà Nội,Lost,0.835
CUS016256,2019-09-03,2022-08-03,1,46325,46325,TP.HCM,Lost,0.873
CUS006418,2023-05-09,2024-03-01,6,937787,156298,Hà Nội,Potential Loyalists,0.377
CUS004098,2021-07-16,2024-03-08,10,1032128,103213,Đà Nẵng,Loyal,0.037
CUS014599,2019-09-16,2022-10-15,1,167458,167458,Hà Nội,Lost,0.765
CUS022152,2021-12-12,2022-10-24,2,25947,12974,TP.HCM,Lost,0.878
CUS018837,2020-05-09,2022-12-10,1,85358,85358,Đà Nẵng,Lost,0.792
CUS005502,2023-04-26,2024-02-24,2,1153432,576716,Hà Nội,Potential Loyalists,0.3
CUS003691,2022-07-18,2024-03-03,14,1147601,81972,Hà Nội,Loyal,0.2
CUS001348,2022-05-21,2024-02-27,5,1235824,247165,TP.HCM,Loyal,0.216
CUS005221,2023-12-28,2024-01-29,3,1182243,394081,TP.HCM,Potential Loyalists,0.326
CUS018363,2020-11-12,2023-01-03,1,73130,73130,TP.HCM,Lost,0.704
CUS001835,2023-03-27,2024-03-16,12,831504,69292,Hà Nội,Loyal,0.215
CUS022808,2020-08-01,2022-10-11,1,66392,66392,Hà Nội,Lost,0.899
CUS023207,2020-02-11,2022-09-06,1,24094,24094,Hải Phòng,Lost,0.654
CUS023069,2022-03-24,2022-09-13,2,261294,130647,TP.HCM,Lost,0.891
CUS027297,2020-02-16,2022-09-14,3,35370,11790,Hà Nội,Lost,0.8
CUS020936,2022-01-07,2022-12-25,1,52181,52181,TP.HCM,Lost,0.756
CUS026375,2020-09-01,2023-03-07,1,58310,58310,Hà Nội,Lost,0.977
CUS009251,2022-01-11,2023-04-08,1,199169,199169,TP.HCM,Hibernating,0.849
CUS012075,2021-12-17,2023-07-07,3,387133,129044,TP.HCM,Hibernating,0.637
CUS021829,2020-10-16,2022-05-13,2,45308,22654,TP.HCM,Lost,0.99
CUS025685,2019-06-11,2022-06-14,3,120103,40034,TP.HCM,Lost,0.77
CUS006897,2024-01-01,2024-03-05,1,412854,412854,TP.HCM,Potential Loyalists,0.5
CUS012702,2022-03-23,2023-05-12,3,747153,249051,TP.HCM,Hibernating,0.724
CUS024462,2020-10-27,2023-02-23,1,107723,107723,TP.HCM,Lost,0.834
CUS003411,2022-07-31,2024-02-21,3,981296,327099,Hà Nội,Loyal,0.238
CUS023448,2019-11-26,2023-01-02,1,26733,26733,Hà Nội,Lost,0.78
CUS018220,2020-09-12,2022-11-01,3,47230,15743,TP.HCM,Lost,0.833
CUS020815,2021-10-19,2022-04-25,2,48587,24294,Hà Nội,Lost,0.647
CUS009398,2023-02-25,2023-05-11,4,152544,38136,Hà Nội,Hibernating,0.603
CUS009685,2022-09-29,2023-11-27,1,285525,285525,TP.HCM,Hibernating,0.676
CUS008506,2022-06-15,2024-01-27,1,4976407,4976407,Hà Nội,At Risk,0.477
CUS000151,2023-02-18,2024-03-20,11,2140255,194569,TP.HCM,Champions,0.275
CUS005457,2023-06-07,2024-02-27,5,438428,87686,TP.HCM,Potential Loyalists,0.191
CUS017172,2021-09-22,2022-07-26,2,67649,33824,TP.HCM,Lost,0.944
CUS009656,2021-12-10,2023-08-21,2,166387,83194,TP.HCM,Hibernating,0.825
CUS010012,2021-10-18,2023-08-12,1,151568,151568,TP.HCM,Hibernating,0.776
CUS027352,2019-08-16,2022-08-27,1,92507,92507,TP.HCM,Lost,0.99
CUS004294,2023-11-21,2024-03-05,2,936394,468197,Đà Nẵng,Potential Loyalists,0.314
CUS001691,2021-10-13,2024-02-23,8,787018,98377,Hà Nội,Loyal,0.246
CUS009768,2022-03-16,2023-06-14,1,606147,606147,TP.HCM,Hibernating,0.765
CUS002719,2022-11-18,2024-03-03,14,548625,39188,Hà Nội,Loyal,0.133
CUS013708,2023-03-14,2023-06-14,2,780932,390466,Hà Nội,Hibernating,0.62
CUS023790,2020-07-04,2022-06-18,1,77005,77005,TP.HCM,Lost,0.99
CUS004340,2023-07-12,2024-02-23,1,593579,593579,TP.HCM,Potential Loyalists,0.384
CUS027207,2022-02-02,2022-12-20,1,88075,88075,TP.HCM,Lost,0.958
CUS009748,2022-08-05,2023-09-30,3,230054,76685,TP.HCM,Hibernating,0.768
CUS023465,2021-05-11,2022-09-25,2,72713,36356,TP.HCM,Lost,0.882
CUS013045,2022-01-31,2023-06-07,4,315258,78814,TP.HCM,Hibernating,0.824
CUS027648,2021-06-20,2023-02-21,2,94519,47260,Hà Nội,Lost,0.632
CUS012585,2022-09-14,2023-09-09,1,314344,314344,Đà Nẵng,Hibernating,0.694
CUS006532,2023-11-06,2024-02-10,3,466577,155526,TP.HCM,Potential Loyalists,0.365
CUS011960,2021-09-18,2023-09-03,2,428981,214490,TP.HCM,Hibernating,0.99
CUS022539,2021-02-02,2022-04-16,2,98372,49186,TP.HCM,Lost,0.99
CUS006139,2023-09-08,2024-03-13,3,635439,211813,Hà Nội,Potential Loyalists,0.415
CUS015102,2021-12-06,2022-07-27,3,146245,48748,Hà Nội,Lost,0.785
CUS017403,2020-08-06,2023-02-21,2,147671,73836,Hà Nội,Lost,0.99
CUS022223,2021-08-25,2022-05-25,1,136854,136854,TP.HCM,Lost,0.839
CUS008455,2023-03-31,2023-12-01,5,279921,55984,Đà Nẵng,At Risk,0.645
CUS018112,2021-10-20,2022-06-25,1,169875,169875,TP.HCM,Lost,0.922
CUS016023,2020-03-04,2022-09-10,1,47991,47991,TP.HCM,Lost,0.684
CUS024828,2021-01-23,2023-01-24,3,60404,20135,TP.HCM,Lost,0.884
CUS011730,2021-05-22,2023-05-07,6,174769,29128,TP.HCM,Hibernating,0.584
CUS012100,2022-01-10,2023-09-05,1,102872,102872,TP.HCM,Hibernating,0.866
CUS017826,2021-12-24,2023-01-26,1,75312,75312,Hà Nội,Lost,0.878
CUS013080,2022-02-08,2023-09-22,1,452296,452296,Hà Nội,Hibernating,0.702
CUS004786,2024-01-08,2024-03-06,6,901499,150250,TP.HCM,Potential Loyalists,0.262
CUS021456,2020-02-24,2022-05-06,3,68060,22687,TP.HCM,Lost,0.99
CUS015908,2021-03-23,2022-05-20,2,55068,27534,TP.HCM,Lost,0.831
CUS023593,2020-04-29,2022-07-04,2,75735,37868,TP.HCM,Lost,0.889
CUS014643,2019-07-03,2022-05-28,2,82390,41195,TP.HCM,Lost,0.804
CUS006581,2023-11-30,2024-02-09,5,795892,159178,TP.HCM,Potential Loyalists,0.509
CUS005514,2023-04-24,2024-02-07,5,298520,59704,Hà Nội,Potential Loyalists,0.328
CUS004818,2023-04-11,2024-01-30,6,505378,84230,Hà Nội,Potential Loyalists,0.237
CUS020078,2019-12-12,2022-11-29,1,109096,109096,TP.HCM,Lost,0.842
CUS004673,2023-06-15,2024-03-01,7,668820,95546,Đà Nẵng,Potential Loyalists,0.01
CUS020363,2019-06-01,2022-07-15,2,142459,71230,TP.HCM,Lost,0.818
CUS022647,2019-05-06,2022-08-01,3,52872,17624,Hà Nội,Lost,0.795
CUS024253,2019-05-12,2023-02-07,1,47604,47604,TP.HCM,Lost,0.988
CUS013710,2022-09-02,2023-09-07,2,250092,125046,TP.HCM,Hibernating,0.863
CUS025005,2020-09-26,2022-07-09,1,56415,56415,TP.HCM,Lost,0.987
CUS026207,2019-07-24,2023-03-03,2,56012,28006,TP.HCM,Lost,0.821
CUS023872,2019-08-18,2022-10-25,3,46858,15619,TP.HCM,Lost,0.99
CUS014500,2019-09-12,2022-04-23,1,188560,188560,Hà Nội,Lost,0.623
CUS006727,2023-06-26,2024-02-27,5,702431,140486,TP.HCM,Potential Loyalists,0.428
CUS001916,2022-10-06,2024-02-28,9,959842,106649,Đà Nẵng,Loyal,0.11
CUS021377,2020-11-24,2022-04-14,1,99231,99231,TP.HCM,Lost,0.829
CUS027734,2021-11-25,2022-08-18,2,80149,40074,TP.HCM,Lost,0.817
CUS001665,2022-03-07,2024-02-22,2,1754054,877027,Hà Nội,Loyal,0.242
CUS010242,2022-08-12,2023-11-10,1,132422,132422,TP.HCM,Hibernating,0.986
CUS005139,2024-01-24,2024-02-27,5,306828,61366,Hà Nội,Potential Loyalists,0.287
CUS012360,2022-02-27,2023-10-25,1,157576,157576,TP.HCM,Hibernating,0.919
CUS027912,2021-01-26,2023-03-21,1,106659,106659,TP.HCM,Lost,0.838
CUS002267,2021-05-03,2024-02-26,10,801862,80186,TP.HCM,Loyal,0.189
CUS018484,2021-03-16,2022-04-28,1,110473,110473,Hải Phòng,Lost,0.768
CUS024388,2020-05-22,2022-07-01,2,56444,28222,Đà Nẵng,Lost,0.815
CUS010369,2021-07-02,2023-04-21,2,400143,200072,TP.HCM,Hibernating,0.721
CUS007800,2023-02-15,2023-12-05,2,838474,419237,TP.HCM,At Risk,0.754
CUS025263,2020-11-26,2022-10-26,2,101623,50812,Đà Nẵng,Lost,0.598
CUS022843,2020-08-26,2022-11-18,1,36295,36295,TP.HCM,Lost,0.734
CUS016774,2020-09-19,2022-07-10,3,96103,32034,Hà Nội,Lost,0.69
CUS009711,2021-12-25,2023-10-28,6,295704,49284,Đà Nẵng,Hibernating,0.553
CUS017125,2020-07-05,2022-07-20,4,71243,17811,TP.HCM,Lost,0.842
CUS013665,2021-08-11,2023-04-27,3,337417,112472,TP.HCM,Hibernating,0.662
CUS014764,2019-06-16,2022-09-03,1,35599,35599,TP.HCM,Lost,0.758
CUS009846,2022-10-16,2023-07-14,2,505341,252670,TP.HCM,Hibernating,0.772
CUS026393,2019-04-21,2023-01-21,1,98808,98808,TP.HCM,Lost,0.812
CUS025919,2020-05-31,2022-06-17,1,46261,46261,Hà Nội,Lost,0.826
CUS016961,2020-12-05,2022-11-15,1,23101,23101,Cần Thơ,Lost,0.865
CUS014683,2019-04-02,2022-12-30,1,77061,77061,TP.HCM,Lost,0.958
CUS011947,2021-03-30,2023-11-19,5,149770,29954,TP.HCM,Hibernating,0.569
CUS006482,2023-11-01,2024-03-07,1,1654245,1654245,TP.HCM,Potential Loyalists,0.449
CUS001604,2022-10-24,2024-02-16,14,475097,33936,TP.HCM,Loyal,0.126
CUS015511,2021-06-10,2022-09-26,2,66399,33200,Hà Nội,Lost,0.875
CUS015688,2021-07-24,2022-12-24,1,31861,31861,Đà Nẵng,Lost,0.687
CUS002215,2021-08-27,2024-02-26,18,407998,22667,TP.HCM,Loyal,0.286
CUS027475,2021-03-30,2022-10-24,2,115081,57540,Hà Nội,Lost,0.989
CUS022164,2019-09-06,2022-07-21,2,50999,25500,TP.HCM,Lost,0.744
CUS012148,2022-10-16,2023-04-21,3,484200,161400,TP.HCM,Hibernating,0.697
CUS022753,2020-05-17,2022-04-10,1,14668,14668,TP.HCM,Lost,0.844
CUS025126,2019-06-24,2022-06-23,3,37207,12402,Hà Nội,Lost,0.849
CUS023878,2020-11-26,2022-08-21,3,61655,20552,TP.HCM,Lost,0.834
CUS017117,2020-09-13,2023-03-22,1,29859,29859,Hà Nội,Lost,0.823
CUS011049,2022-11-28,2023-06-06,3,408233,136078,TP.HCM,Hibernating,0.836
CUS024530,2021-09-20,2023-01-16,2,119633,59816,Cần Thơ,Lost,0.709
CUS022237,2020-01-30,2023-02-26,2,62844,31422,Hà Nội,Lost,0.897
CUS006187,2023-10-27,2024-03-02,5,430594,86119,Hà Nội,Potential Loyalists,0.485
CUS002534,2021-07-15,2024-03-01,10,1101729,110173,TP.HCM,Loyal,0.328
CUS009021,2022-02-23,2023-05-21,2,323832,161916,Đà Nẵng,Hibernating,0.623
CUS005884,2023-07-23,2024-03-10,5,326649,65330,TP.HCM,Potential Loyalists,0.479
CUS003384,2023-03-09,2024-03-01,11,2561784,232889,Hải Phòng,Loyal,0.204
CUS005228,2023-08-01,2024-02-22,3,1295932,431977,Hà Nội,Potential Loyalists,0.289
CUS017055,2019-11-08,2022-10-17,1,103423,103423,TP.HCM,Lost,0.789
CUS015106,2021-03-02,2022-12-21,2,70478,35239,TP.HCM,Lost,0.668
CUS007071,2023-09-14,2024-02-11,7,924868,132124,Hải Phòng,Potential Loyalists,0.193
CUS004420,2023-06-08,2024-02-12,5,416347,83269,TP.HCM,Potential Loyalists,0.253
CUS016367,2021-02-18,2022-04-11,1,42089,42089,Hà Nội,Lost,0.802
CUS002589,2023-01-10,2024-02-23,13,713649,54896,TP.HCM,Loyal,0.291
CUS014803,2020-12-18,2022-04-19,1,135725,135725,Hà Nội,Lost,0.894
CUS021555,2021-02-06,2022-08-10,1,55081,55081,TP.HCM,Lost,0.751
CUS019353,2021-08-08,2022-07-18,1,114508,114508,TP.HCM,Lost,0.92
CUS002981,2023-01-31,2024-03-10,7,983723,140532,TP.HCM,Loyal,0.24
CUS008887,2023-08-02,2023-12-03,8,1211964,151496,TP.HCM,At Risk,0.848
CUS007406,2022-06-15,2024-01-28,7,442174,63168,TP.HCM,At Risk,0.83
CUS003859,2021-10-13,2024-02-20,11,2121514,192865,Đà Nẵng,Loyal,0.138
CUS015681,2020-07-03,2022-08-28,1,37481,37481,TP.HCM,Lost,0.698
CUS007686,2023-08-03,2024-01-04,5,297719,59544,TP.HCM,At Risk,0.558
CUS005872,2023-05-27,2024-02-09,4,734413,183603,TP.HCM,Potential Loyalists,0.38
CUS004646,2023-09-21,2024-02-11,2,579848,289924,Đà Nẵng,Potential Loyalists,0.134
CUS004376,2024-01-14,2024-02-26,3,757368,252456,Hải Phòng,Potential Loyalists,0.333
CUS007579,2023-02-22,2024-01-10,2,597779,298890,TP.HCM,At Risk,0.482
CUS018130,2020-04-20,2022-06-24,1,129523,129523,Hà Nội,Lost,0.866
CUS001134,2022-04-08,2024-03-20,15,6909439,460629,TP.HCM,Champions,0.187
CUS014855,2021-06-06,2023-02-16,3,123847,41282,TP.HCM,Lost,0.887
CUS005916,2023-06-21,2024-02-05,3,146260,48753,TP.HCM,Potential Loyalists,0.229
CUS021150,2020-05-01,2022-09-19,4,66668,16667,TP.HCM,Lost,0.804
CUS019212,2021-03-29,2022-12-29,3,43267,14422,Hải Phòng,Lost,0.651
CUS023811,2019-04-07,2022-06-16,1,110970,110970,TP.HCM,Lost,0.977
CUS007902,2023-03-07,2023-12-31,5,974610,194922,Hà Nội,At Risk,0.572
CUS020587,2021-11-17,2022-06-16,3,65082,21694,Hà Nội,Lost,0.681
CUS002301,2022-08-17,2024-02-17,15,1207001,80467,TP.HCM,Loyal,0.373
CUS013214,2022-04-02,2023-04-08,1,364609,364609,TP.HCM,Hibernating,0.747
CUS002859,2022-03-17,2024-02-15,11,1653103,150282,Hà Nội,Loyal,0.281
CUS012363,2021-10-08,2023-05-25,1,296307,296307,TP.HCM,Hibernating,0.608
CUS002005,2022-11-11,2024-02-15,11,5929250,539023,TP.HCM,Loyal,0.335
CUS022648,2019-09-12,2022-11-19,3,77327,25776,TP.HCM,Lost,0.929
CUS009569,2022-10-10,2023-06-23,2,202245,101122,Hà Nội,Hibernating,0.525
CUS008688,2023-05-20,2023-12-23,3,1453427,484476,TP.HCM,At Risk,0.693
CUS024938,2019-12-16,2022-04-09,4,76402,19100,TP.HCM,Lost,0.836
CUS008640,2023-07-22,2024-01-23,5,191411,38282,TP.HCM,At Risk,0.634
CUS012137,2021-04-27,2023-08-01,2,499988,249994,Hà Nội,Hibernating,0.784
CUS013063,2022-03-11,2023-04-03,6,122923,20487,Hà Nội,Hibernating,0.78
CUS002502,2022-10-31,2024-02-24,11,769321,69938,TP.HCM,Loyal,0.389
CUS007590,2022-07-28,2023-12-10,1,486260,486260,TP.HCM,At Risk,0.521
CUS022610,2021-04-06,2022-04-03,2,96929,48464,TP.HCM,Lost,0.949
CUS001730,2021-05-13,2024-02-13,13,326163,25089,TP.HCM,Loyal,0.34
CUS011905,2022-02-15,2023-06-23,2,90177,45088,Hải Phòng,Hibernating,0.549
CUS001982,2021-05-15,2024-02-24,9,1380990,153443,Cần Thơ,Loyal,0.057
CUS008070,2023-01-19,2024-01-08,8,1321994,165249,TP.HCM,At Risk,0.568
CUS027405,2021-03-18,2022-09-28,3,36283,12094,TP.HCM,Lost,0.848
CUS016187,2019-04-11,2022-08-06,1,47501,47501,TP.HCM,Lost,0.885
CUS006333,2024-01-28,2024-03-06,6,1174072,195679,TP.HCM,Potential Loyalists,0.474
CUS017841,2019-09-04,2023-01-28,3,68314,22771,Đà Nẵng,Lost,0.63
CUS026978,2019-08-29,2023-02-21,1,67501,67501,Hà Nội,Lost,0.835
CUS000168,2022-08-01,2024-03-23,17,7365856,433286,TP.HCM,Champions,0.198
CUS013537,2021-05-17,2023-03-30,5,173411,34682,Hà Nội,Hibernating,0.924
CUS013087,2023-01-31,2023-09-10,1,67603,67603,Cần Thơ,Hibernating,0.538
CUS012426,2022-06-04,2023-04-07,1,388481,388481,TP.HCM,Hibernating,0.748
CUS021457,2020-03-24,2023-03-01,1,115401,115401,Hà Nội,Lost,0.753
CUS007733,2022-06-23,2023-12-18,8,1325387,165673,Hà Nội,At Risk,0.785
CUS025967,2022-03-07,2022-11-18,3,35149,11716,TP.HCM,Lost,0.781
CUS001645,2023-01-08,2024-02-13,5,768192,153638,TP.HCM,Loyal,0.184
CUS020632,2020-02-19,2022-09-16,2,68055,34028,Đà Nẵng,Lost,0.468
CUS016368,2021-09-01,2022-11-16,2,244618,122309,TP.HCM,Lost,0.822
CUS002415,2022-11-13,2024-03-17,7,605136,86448,TP.HCM,Loyal,0.257
CUS020659,2019-07-26,2022-07-16,1,22051,22051,Hà Nội,Lost,0.906
CUS010422,2021-06-03,2023-11-28,5,395985,79197,Hà Nội,Hibernating,0.638
CUS003799,2022-01-30,2024-03-11,13,468500,36038,TP.HCM,Loyal,0.145
CUS025242,2019-07-25,2022-07-08,2,111221,55610,Hà Nội,Lost,0.934
CUS019414,2020-08-15,2023-02-02,2,161725,80862,TP.HCM,Lost,0.99
CUS003830,2023-03-16,2024-02-27,14,555481,39677,TP.HCM,Loyal,0.045
CUS010060,2022-12-23,2023-04-09,2,260768,130384,Hà Nội,Hibernating,0.807
CUS000368,2022-04-03,2024-03-25,28,4262457,152231,TP.HCM,Champions,0.01
CUS021325,2019-12-20,2023-02-17,1,75970,75970,TP.HCM,Lost,0.869
CUS007883,2023-02-27,2024-01-28,3,938035,312678,TP.HCM,At Risk,0.539
CUS010810,2022-11-19,2023-11-06,4,738335,184584,TP.HCM,Hibernating,0.577
CUS017093,2021-11-29,2022-04-28,1,96036,96036,TP.HCM,Lost,0.85
CUS000248,2022-10-09,2024-03-14,15,6320420,421361,TP.HCM,Champions,0.239
CUS014754,2020-01-19,2022-05-06,1,16810,16810,Hà Nội,Lost,0.726
